City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,san cristobal,7.7669,-72.225,20.1,97,33,0.52,VE,1673233060
364,eureka,40.8021,-124.1637,11.78,96,98,4.3,US,1673232783
365,togur,58.3631,82.8265,-12.62,88,100,8.43,RU,1673233061
366,evensk,61.95,159.2333,-26.64,79,22,2.23,RU,1673233061
367,zhuhai,22.2769,113.5678,19.88,82,40,4.12,CN,1673233061
368,tazovskiy,67.4667,78.7,-23.64,98,100,3.97,RU,1673233062
369,canico,32.6333,-16.85,18.35,86,40,2.06,PT,1673233062
370,bismarck,46.8083,-100.7837,-9.64,85,6,2.24,US,1673233062
371,port hardy,50.6996,-127.4199,7.1,87,100,8.75,CA,1673233063
372,fare,-16.7,-151.0167,27.12,75,85,4.8,PF,1673233064
373,ca mau,9.1769,105.15,26.32,70,98,3.81,VN,1673233064
374,marfino,55.7028,37.3822,-17.92,84,40,3.0,RU,1673233065
375,katangli,51.7102,143.2326,-14.19,87,99,2.26,RU,1673233065
376,faanui,-16.4833,-151.75,27.14,76,90,4.96,PF,1673233065
377,mana,5.6592,-53.7767,23.78,91,100,3.8,GF,1673233066
378,batagay-alyta,67.8006,130.4114,-37.03,95,99,0.72,RU,1673233066
379,cabo san lucas,22.8909,-109.9124,21.95,79,7,3.29,MX,1673233067
380,montepuez,-13.1256,38.9997,19.77,98,100,0.31,MZ,1673233067
381,skelleftea,64.7507,20.9528,-4.44,100,100,3.6,SE,1673233067
382,ostrovnoy,68.0531,39.5131,-13.91,91,43,7.24,RU,1673233068
383,vardo,70.3705,31.1107,-5.01,80,100,18.52,NO,1673233068
384,aguimes,27.9054,-15.4461,16.35,72,40,4.47,ES,1673233069
385,svirstroy,60.7999,33.7248,-16.88,87,99,4.27,RU,1673233069
386,fairbanks,64.8378,-147.7164,-14.81,85,100,0.0,US,1673233069
387,shipunovo,52.1582,82.2173,-13.15,78,70,7.61,RU,1673233070
388,lefka,35.1106,32.8506,10.88,75,1,2.94,CY,1673233070
389,piacabucu,-10.4056,-36.4344,24.29,85,44,3.68,BR,1673233071
390,aksu,41.1231,80.2644,-1.57,41,99,1.92,CN,1673233071
391,kaya,13.0917,-1.0844,21.34,22,18,4.47,BF,1673233071
392,hermosillo,29.0667,-110.9667,19.91,45,11,1.34,MX,1673233072
393,sharjah,25.3573,55.4033,18.99,82,20,2.06,AE,1673233072
394,bunia,1.5667,30.25,16.76,53,70,0.89,CD,1673233072
395,elat,29.5581,34.9482,13.91,62,75,1.03,IL,1673233073
396,ust-nera,64.5667,143.2,-38.03,97,100,2.33,RU,1673233073
397,boguchany,58.3814,97.4531,1.17,91,100,5.53,RU,1673233074
398,beldanga,23.9333,88.25,16.96,29,0,2.96,IN,1673233074
399,dakar,14.6937,-17.4441,22.07,73,0,3.09,SN,1673233009
400,vila franca do campo,37.7167,-25.4333,16.23,89,93,3.7,PT,1673233075
401,sungaipenuh,-2.0833,101.3833,24.79,58,83,1.83,ID,1673233075
402,vanderhoof,54.0166,-124.0198,-0.63,99,100,0.45,CA,1673233075
403,taft,31.7471,54.2088,0.97,56,0,2.06,IR,1673233076
404,nemuro,43.3236,145.575,0.39,71,98,3.95,JP,1673233011
405,bosaso,11.2842,49.1816,23.16,76,5,2.26,SO,1673232984
406,araouane,18.9048,-3.5265,15.34,18,69,5.49,ML,1673233076
407,wollongong,-34.4333,150.8833,31.66,61,0,3.61,AU,1673232795
408,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-13.04,87,100,2.12,RU,1673233077
409,rundu,-17.9333,19.7667,19.7,67,100,3.43,NA,1673233077
410,metro,-5.1131,105.3067,26.54,75,100,0.64,ID,1673233078
411,sur,22.5667,59.5289,20.37,77,0,1.51,OM,1673233079
412,cozumel,20.5083,-86.9458,23.3,92,9,4.46,MX,1673233079
413,kailua,21.4022,-157.7394,24.94,75,3,1.34,US,1673233079
414,artemovsk,49.8406,36.0417,-9.68,55,49,3.26,UA,1673233080
415,kirksville,40.1948,-92.5833,-0.53,80,0,2.98,US,1673233080
416,opotiki,-38.0833,177.2833,25.21,69,75,6.04,NZ,1673233080
417,valparaiso,-33.0393,-71.6273,19.15,100,20,1.03,CL,1673233081
418,bahir dar,11.5936,37.3908,15.2,62,33,1.58,ET,1673232836
419,margate,51.3813,1.3862,7.17,89,81,2.24,GB,1673233081
420,boysun,38.2061,67.1986,1.77,66,5,2.57,UZ,1673233082
421,labrea,-7.2586,-64.7981,22.82,99,97,1.01,BR,1673233082
422,pisco,-13.7,-76.2167,21.03,83,0,2.57,PE,1673233082
423,harindanga,22.0383,88.3214,18.7,32,0,3.35,IN,1673233083
424,yilan,24.757,121.753,21.92,76,95,0.24,TW,1673233083
425,bada,51.392,109.8717,-10.01,77,32,1.23,RU,1673233084
426,rawson,-43.3002,-65.1023,29.16,42,20,13.38,AR,1673233084
427,miles city,46.4083,-105.8406,-5.83,87,94,1.73,US,1673233084
428,franklin park,41.9353,-87.8656,-2.11,87,69,3.13,US,1673233085
429,riyadh,24.6877,46.7219,13.08,70,95,5.01,SA,1673233085
430,deutschlandsberg,46.8153,15.2222,11.07,69,100,2.1,AT,1673233086
431,vikulovo,56.8167,70.6107,-28.08,93,100,4.84,RU,1673233086
432,dafeng,23.4517,108.5881,16.56,77,100,1.28,CN,1673233086
433,spokane,47.6166,-117.3677,3.51,92,100,1.34,US,1673232944
434,srednekolymsk,67.45,153.6833,-42.11,97,24,2.42,RU,1673233087
435,baturaja,-4.1333,104.1667,24.95,86,100,0.5,ID,1673233087
436,rocky mountain house,52.3668,-114.9188,-7.94,86,100,0.51,CA,1673233088
437,kananga,-5.8958,22.4178,18.78,95,100,0.93,CD,1673233088
438,coihaique,-45.5752,-72.0662,18.34,82,94,3.09,CL,1673233088
439,gamboula,4.1178,15.1393,18.99,38,95,0.54,CF,1673233089
440,tandil,-37.3217,-59.1332,18.71,72,22,5.52,AR,1673233089
441,sinaloa,25.0,-107.5,20.62,69,76,1.72,MX,1673233089
442,salta,-24.7859,-65.4117,19.33,81,100,1.03,AR,1673233090
443,satana,20.5833,74.2,17.72,26,0,0.48,IN,1673232851
444,shitanjing,39.2342,106.3439,1.26,25,15,2.32,CN,1673233090
445,ormara,25.2088,64.6357,21.24,69,1,2.76,PK,1673233091
446,casper,42.8666,-106.3131,1.51,68,54,8.05,US,1673233091
447,alice springs,-23.7,133.8833,19.75,94,100,3.6,AU,1673233091
448,kazanlak,42.6167,25.4,2.06,91,55,1.26,BG,1673233092
449,vallenar,-28.5708,-70.7581,21.19,55,0,1.3,CL,1673233083
450,soe,-9.8607,124.284,26.08,59,54,3.33,ID,1673233092
451,talas,38.6908,35.5538,-3.63,100,100,2.57,TR,1673233093
452,banjarmasin,-3.3244,114.591,27.08,68,100,1.23,ID,1673232678
453,limbang,4.75,115.0,26.06,87,100,0.96,MY,1673233084
454,khuzhir,53.1939,107.3397,-11.26,88,51,1.31,RU,1673233093
455,sola,-13.8833,167.55,28.06,72,100,8.2,VU,1673233094
456,port hawkesbury,45.6169,-61.3485,-5.23,82,75,5.66,CA,1673233094
457,palmer,42.1584,-72.3287,-0.77,76,0,1.78,US,1673233094
458,yulara,-25.2406,130.9889,26.66,47,44,11.45,AU,1673233011
459,yinchuan,38.4681,106.2731,1.77,26,40,1.53,CN,1673233095
460,fereydun kenar,36.6864,52.5225,7.04,88,100,6.13,IR,1673233095
461,caravelas,-17.7125,-39.2481,23.44,93,100,2.25,BR,1673233096
462,port-gentil,-0.7193,8.7815,25.03,86,100,6.17,GA,1673233096
463,loukhi,66.0764,33.0381,-13.77,77,100,5.69,RU,1673233096
464,saint-jean-de-luz,43.3891,-1.6581,10.95,82,75,4.63,FR,1673233097
465,bafoulabe,13.8065,-10.8321,25.0,15,99,2.73,ML,1673233097
466,bentiu,9.2333,29.8333,20.68,29,26,2.01,SS,1673233097
467,havelock,34.8791,-76.9013,13.97,86,100,2.2,US,1673233098
468,fairview,40.8126,-73.999,4.02,73,100,3.58,US,1673233098
469,aparecida do taboado,-20.0867,-51.0936,20.91,96,100,2.12,BR,1673233099
470,sumbe,-11.2061,13.8437,24.41,86,100,1.28,AO,1673233099
471,kawalu,-7.3817,108.2082,28.73,65,97,0.74,ID,1673233099
472,socorro,31.6546,-106.3033,14.38,44,31,0.89,US,1673232801
473,keuruu,62.2667,24.7,-8.9,91,100,6.04,FI,1673233100
474,jind,29.3167,76.3167,11.33,32,99,1.37,IN,1673233100
475,churapcha,62.0025,132.4325,-27.32,97,99,1.1,RU,1673233101
476,port lincoln,-34.7333,135.8667,21.44,64,13,6.5,AU,1673233101
477,deputatskiy,69.3,139.9,-29.93,99,100,1.11,RU,1673233101
478,kangaatsiaq,68.3065,-53.4641,-19.11,97,46,3.25,GL,1673233102
479,buala,-8.145,159.5921,28.8,70,100,2.47,SB,1673233102
480,kalmunai,7.4167,81.8167,25.77,75,25,5.9,LK,1673233102
481,phan thiet,10.9333,108.1,26.88,76,90,3.81,VN,1673232954
482,senanga,-16.1167,23.2667,19.66,90,99,1.48,ZM,1673233103
483,campbell river,50.0163,-125.2446,8.03,100,100,4.63,CA,1673233103
484,myitkyina,25.3833,97.4,19.98,45,0,0.93,MM,1673233104
485,aswan,24.0934,32.907,12.6,55,0,3.95,EG,1673233104
486,chato,-2.6378,31.7669,17.84,70,78,1.63,TZ,1673233104
487,mao,39.8885,4.2658,16.31,88,0,3.09,ES,1673233105
488,basco,20.4487,121.9702,23.95,65,16,8.32,PH,1673233105
489,broome,42.2506,-75.833,-0.64,82,6,2.68,US,1673233105
490,walvis bay,-22.9575,14.5053,18.38,88,20,3.09,NA,1673233106
491,cidreira,-30.1811,-50.2056,21.71,78,13,6.0,BR,1673233106
492,linhares,-19.3911,-40.0722,21.77,99,100,1.47,BR,1673233106
493,bara,10.3744,10.7288,16.99,23,100,3.62,NG,1673233107
494,aborlan,9.4352,118.5492,27.4,76,100,4.29,PH,1673233107
495,marechal candido rondon,-24.5561,-54.0567,21.67,60,54,1.38,BR,1673233108
496,erenhot,43.6475,111.9767,-5.52,60,0,2.22,CN,1673233108
497,edeia,-17.3383,-49.9314,20.44,95,100,1.5,BR,1673233108
498,beausejour,50.0622,-96.5167,-11.13,98,97,0.64,CA,1673233109
499,indian head,38.6001,-77.1622,4.08,90,100,1.34,US,1673233109
500,itaituba,-4.2761,-55.9836,23.88,84,93,0.24,BR,1673233109
501,medeiros neto,-17.3739,-40.2206,22.55,95,100,2.13,BR,1673233110
502,betare oya,5.6,14.0833,18.32,31,99,1.39,CM,1673233110
503,coquimbo,-29.9533,-71.3436,17.85,88,0,1.54,CL,1673233110
504,kununurra,-15.7667,128.7333,32.99,58,5,3.6,AU,1673233111
505,alindao,5.0267,21.2088,21.39,30,68,1.76,CF,1673233111
506,maumere,-8.6199,122.2111,28.78,65,28,1.14,ID,1673233112
507,nola,40.922,14.5329,14.23,83,100,5.49,IT,1673233112
508,mayo,38.8876,-76.5119,5.11,83,100,2.57,US,1673233113
509,mecca,21.4267,39.8261,20.19,75,35,0.85,SA,1673233038
510,ivanishchi,55.7742,40.4273,-33.93,100,90,1.63,RU,1673233113
511,luanda,-8.8368,13.2343,23.51,87,100,3.19,AO,1673233113
512,tooele,40.5308,-112.2983,3.04,74,6,0.94,US,1673233114
513,katoro,-3.0203,31.8958,17.32,74,100,1.11,TZ,1673232992
514,veraval,20.9,70.3667,21.83,56,0,4.15,IN,1673233114
515,haines junction,60.7522,-137.5108,-5.95,97,99,1.25,CA,1673233115
516,brownsville,25.9018,-97.4975,18.38,91,100,3.09,US,1673233115
517,hirara,24.8,125.2833,22.92,60,75,5.14,JP,1673232943
518,bandarbeyla,9.4942,50.8122,23.88,71,27,6.7,SO,1673233115
519,atar,20.5169,-13.0499,19.8,15,100,6.65,MR,1673232967
520,lagoa,39.05,-27.9833,16.59,79,100,9.87,PT,1673233116
521,severodvinsk,64.5635,39.8302,-25.5,100,67,3.13,RU,1673233116
522,kozhevnikovo,56.2589,83.9714,-12.68,85,100,9.41,RU,1673233117
523,inta,66.0317,60.1659,-24.03,98,100,5.29,RU,1673233117
524,wodonga,-36.1167,146.8833,35.15,60,0,4.88,AU,1673233117
525,buraydah,26.326,43.975,14.25,76,100,4.5,SA,1673233118
526,bonfim,3.0833,-59.95,25.77,71,36,2.91,BR,1673233118
527,port augusta,-32.5,137.7667,32.38,30,77,7.08,AU,1673233118
528,khandbari,27.3747,87.2039,17.51,27,0,0.44,NP,1673233119
529,bamnet narong,15.4992,101.6897,24.78,54,79,5.39,TH,1673232933
530,najran,17.4924,44.1277,12.36,88,0,0.76,SA,1673233119
531,lamu,-2.2717,40.902,24.92,85,48,4.11,KE,1673233120
532,limoges,45.75,1.3333,5.31,93,75,3.6,FR,1673233120
533,acarau,-2.8856,-40.12,25.7,81,94,5.35,BR,1673233120
534,kalat,29.0225,66.5916,4.34,92,79,1.97,PK,1673233121
535,freeport,40.6576,-73.5832,4.45,76,100,2.68,US,1673233121
536,jijiga,9.35,42.8,15.01,54,67,0.97,ET,1673233121
537,kadnikov,59.5022,40.338,-36.25,100,19,1.69,RU,1673233122
538,half moon bay,37.4636,-122.4286,15.34,82,100,5.14,US,1673233122
539,khomutovo,52.4658,104.4025,-6.66,85,95,2.39,RU,1673233123
540,morant bay,17.8815,-76.4093,25.79,84,10,3.61,JM,1673233123
541,marawi,7.9986,124.2928,24.96,71,98,2.28,PH,1673233123
542,ust-koksa,50.2696,85.6108,-0.77,97,100,1.63,RU,1673233124
543,alta floresta,-9.8756,-56.0861,20.77,94,94,0.28,BR,1673233124
544,springbok,-29.6643,17.8865,16.73,38,0,0.33,ZA,1673233125
545,christchurch,-43.5333,172.6333,21.34,59,12,8.75,NZ,1673233125
546,leszno,51.8403,16.5749,3.34,88,100,2.98,PL,1673233125
547,bojnurd,37.4747,57.329,1.97,93,100,2.06,IR,1673233126
548,kasongo-lunda,-6.4667,16.8167,19.95,93,100,0.3,CD,1673233126
549,sarai alamgir,32.9012,73.7559,10.78,77,85,3.6,PK,1673233126
550,ndele,8.4109,20.6473,18.46,23,52,1.89,CF,1673233127
551,gornozavodsk,58.3758,58.3211,-34.63,99,100,1.23,RU,1673233127
552,paamiut,61.994,-49.6678,-3.6,66,100,4.87,GL,1673233128
553,abha,18.2164,42.5053,10.9,82,0,0.0,SA,1673233128
554,manggar,-2.8833,108.2667,25.88,83,100,1.54,ID,1673232829
555,nizhneivkino,58.194,49.5214,-40.39,100,45,1.51,RU,1673233128
556,sisimiut,66.9395,-53.6735,-12.19,78,70,4.07,GL,1673233129
557,nanakuli,21.3906,-158.1547,24.92,69,2,2.82,US,1673233129
558,sabang,5.8933,95.3214,26.92,67,15,3.75,ID,1673233130
559,nawa,27.0167,75.0,14.44,24,52,0.87,IN,1673232878
560,rincon,32.296,-81.2354,12.14,91,100,1.99,US,1673233130
561,milkovo,54.7167,158.6167,-15.71,87,7,0.81,RU,1673233131
562,isangel,-19.55,169.2667,27.19,89,100,10.13,VU,1673233131
563,lircay,-12.9896,-74.7205,9.0,91,100,1.75,PE,1673233131
564,airai,-8.9266,125.4092,23.02,56,92,0.99,TL,1673233132
565,la asuncion,11.0333,-63.8628,24.2,88,89,5.77,VE,1673233132
566,kautokeino,69.0125,23.0412,-10.89,91,100,11.17,NO,1673233132
567,syamzha,60.0158,41.0614,-35.8,100,11,1.28,RU,1673233133
568,wuan,31.6836,112.0044,12.35,22,0,5.84,CN,1673233133
569,ada,43.4166,-116.1262,3.23,81,47,4.92,US,1673233134
570,hannibal,39.7084,-91.3585,-1.48,86,0,2.57,US,1673233134
571,lady frere,-31.7031,27.2329,16.59,49,0,2.3,ZA,1673233134
572,broken hill,-31.95,141.4333,35.99,13,21,3.87,AU,1673233135
